,sim_num,train_percentage,synthetic_percentage,transform,epoch,val_losses,train_losses,val_accuracies
0,0,0.8,0.0,minimal,0,0.9287973903119564,1.0238503869622946,0.5712890625
1,0,0.8,0.0,minimal,1,0.8520516343414783,0.8939524795860052,0.6123046875
2,0,0.8,0.0,minimal,2,0.7866243310272694,0.8120468519628048,0.63671875
3,0,0.8,0.0,minimal,3,0.6398208402097225,0.655047319829464,0.7236328125
4,0,0.8,0.0,minimal,4,0.548757292330265,0.4120926079340279,0.7666015625
5,0,0.8,0.0,minimal,5,0.3785602543503046,0.23897010076325387,0.84765625
6,0,0.8,0.0,minimal,6,0.23064157832413912,0.15983937843702734,0.9130859375
7,0,0.8,0.0,minimal,7,0.22464365791529417,0.10033420007675886,0.9140625
8,0,0.8,0.0,minimal,8,0.2203821656294167,0.0448491285496857,0.916015625
9,0,0.8,0.0,minimal,9,0.217860609292984,0.025025114962772932,0.927734375
10,1,0.8,0.0,minimal,0,0.9921838641166687,1.0293316822499037,0.5234375
11,1,0.8,0.0,minimal,1,0.889381155371666,0.8947728853672743,0.568359375
12,1,0.8,0.0,minimal,2,0.8510807044804096,0.8430384509265423,0.5888671875
13,1,0.8,0.0,minimal,3,0.6619328781962395,0.6482942774891853,0.7060546875
14,1,0.8,0.0,minimal,4,0.44698705337941647,0.44641504902392626,0.8173828125
15,1,0.8,0.0,minimal,5,0.37934681586921215,0.2676716808928177,0.8466796875
16,1,0.8,0.0,minimal,6,0.2651842227205634,0.17504328244831413,0.89453125
17,1,0.8,0.0,minimal,7,0.40273925568908453,0.0836488911008928,0.841796875
18,1,0.8,0.0,minimal,8,0.20378336310386658,0.06233932155009825,0.9248046875
19,1,0.8,0.0,minimal,9,0.15755270631052554,0.02674284571548924,0.9482421875
20,2,0.8,0.0,minimal,0,0.991512592881918,1.046145991422236,0.53515625
21,2,0.8,0.0,minimal,1,0.8887611515820026,0.9202692992985249,0.564453125
22,2,0.8,0.0,minimal,2,0.8006757907569408,0.8174157552421093,0.630859375
23,2,0.8,0.0,minimal,3,0.7679063566029072,0.6804932984523475,0.66015625
24,2,0.8,0.0,minimal,4,0.528538778424263,0.4883000864647329,0.78125
25,2,0.8,0.0,minimal,5,0.5419584605842829,0.331168579403311,0.7802734375
26,2,0.8,0.0,minimal,6,0.33987398725003004,0.20465037680696696,0.8720703125
