,epoch,test_losses,train_losses,test_accuracies,train_accuracies,train_percentage,synth_percentage,transform,sim_num,category
0,0,1.0794706518063322,1.025714303163113,0.50546875,0.509521484375,0.8,0.0,minimal,0,minimal_0.8_0.0
1,1,0.9184146376559511,0.977804903377546,0.57265625,0.5380859375,0.8,0.0,minimal,0,minimal_0.8_0.0
2,2,1.1229061533755158,0.9736302602395881,0.50390625,0.539794921875,0.8,0.0,minimal,0,minimal_0.8_0.0
3,3,1.100078984699212,0.9636906050145626,0.53359375,0.545166015625,0.8,0.0,minimal,0,minimal_0.8_0.0
4,4,0.9165014924481512,0.926195330452174,0.5625,0.560302734375,0.8,0.0,minimal,0,minimal_0.8_0.0
5,5,1.4744638354459312,0.8883607514144387,0.5265625,0.5888671875,0.8,0.0,minimal,0,minimal_0.8_0.0
6,6,0.9629682060622144,0.8270376915752422,0.60859375,0.6328125,0.8,0.0,minimal,0,minimal_0.8_0.0
7,7,0.6160472176386975,0.7266286364174448,0.7453125,0.692626953125,0.8,0.0,minimal,0,minimal_0.8_0.0
8,8,0.4414111242280342,0.6050124273679103,0.80859375,0.756591796875,0.8,0.0,minimal,0,minimal_0.8_0.0
9,9,0.4789403381899319,0.4136458859943559,0.8453125,0.837646484375,0.8,0.0,minimal,0,minimal_0.8_0.0
10,0,1.0152215536683797,1.016394975275034,0.46328125,0.505126953125,0.8,0.0,minimal,1,minimal_0.8_0.0
11,1,0.9257102578878402,0.9710263238812331,0.56015625,0.533447265625,0.8,0.0,minimal,1,minimal_0.8_0.0
12,2,0.934034570492804,0.9750518832879607,0.56171875,0.5322265625,0.8,0.0,minimal,1,minimal_0.8_0.0
13,3,0.9609874456189573,0.9261955237598158,0.5703125,0.563720703125,0.8,0.0,minimal,1,minimal_0.8_0.0
14,4,0.9585586590692401,0.8867177656211425,0.590625,0.591064453125,0.8,0.0,minimal,1,minimal_0.8_0.0
15,5,0.7433687976794318,0.7938742280966835,0.68984375,0.6455078125,0.8,0.0,minimal,1,minimal_0.8_0.0
16,6,0.5667100241524168,0.6268425000416755,0.76953125,0.739013671875,0.8,0.0,minimal,1,minimal_0.8_0.0
17,7,0.42892147253151053,0.46257307896121347,0.83828125,0.818603515625,0.8,0.0,minimal,1,minimal_0.8_0.0
18,8,0.360866083212386,0.2827920976828864,0.865625,0.894775390625,0.8,0.0,minimal,1,minimal_0.8_0.0
19,9,0.26638514779697287,0.18161597019758347,0.921875,0.936279296875,0.8,0.0,minimal,1,minimal_0.8_0.0
20,0,1.862582473125076,1.0007077611226123,0.50078125,0.519775390625,0.8,0.0,minimal,2,minimal_0.8_0.0
21,1,0.9553226967109367,0.9493963056593202,0.51796875,0.5419921875,0.8,0.0,minimal,2,minimal_0.8_0.0
22,2,1.2095223407261073,0.9130781953572296,0.4828125,0.57373046875,0.8,0.0,minimal,2,minimal_0.8_0.0
23,3,0.8522134646307677,0.8833063529164065,0.61015625,0.596435546875,0.8,0.0,minimal,2,minimal_0.8_0.0
24,4,0.7445643611717969,0.7866076205973513,0.671875,0.658203125,0.8,0.0,minimal,2,minimal_0.8_0.0
25,5,0.7581932201050222,0.6462958136798989,0.69765625,0.734130859375,0.8,0.0,minimal,2,minimal_0.8_0.0
26,6,0.4002983239210153,0.4291546761596692,0.86015625,0.845703125,0.8,0.0,minimal,2,minimal_0.8_0.0
27,7,0.36225737552476855,0.2692523915691254,0.875,0.903076171875,0.8,0.0,minimal,2,minimal_0.8_0.0
28,8,0.23419016917096086,0.17063794107508556,0.91015625,0.940673828125,0.8,0.0,minimal,2,minimal_0.8_0.0
