,epoch,test_losses,train_losses,test_accuracies,train_accuracies,train_percentage,synth_percentage,transform,sim_num,category
0,0,0.8657560649793595,0.9650219596223906,0.5625,0.5305989583333334,0.6,0.0,basic,0,basic_0.6_0.0
1,1,0.743066304596141,0.7787264534902837,0.64375,0.6194661458333334,0.6,0.0,basic,0,basic_0.6_0.0
2,2,0.6109691926336381,0.5779438326547582,0.74296875,0.7561848958333334,0.6,0.0,basic,0,basic_0.6_0.0
3,3,0.5398097619588953,0.35167471497546404,0.78671875,0.8538411458333334,0.6,0.0,basic,0,basic_0.6_0.0
4,4,0.40854596472436244,0.2256847471557156,0.8578125,0.9108072916666666,0.6,0.0,basic,0,basic_0.6_0.0
5,5,0.43029458573328155,0.15405233318376568,0.865625,0.9479166666666666,0.6,0.0,basic,0,basic_0.6_0.0
6,6,0.4632700167063376,0.09692340678102607,0.85390625,0.9661458333333334,0.6,0.0,basic,0,basic_0.6_0.0
7,7,0.38598034158530936,0.083296943975955,0.8828125,0.9739583333333334,0.6,0.0,basic,0,basic_0.6_0.0
8,8,0.3311204839945958,0.051101503607475195,0.896875,0.9837239583333334,0.6,0.0,basic,0,basic_0.6_0.0
9,9,0.4048707962129505,0.05168455281233183,0.89765625,0.9837239583333334,0.6,0.0,basic,0,basic_0.6_0.0
10,0,0.9100645085331053,0.9834875543795837,0.55234375,0.5045572916666666,0.6,0.0,basic,1,basic_0.6_0.0
11,1,0.9193718896363862,0.8262575615808601,0.59453125,0.60546875,0.6,0.0,basic,1,basic_0.6_0.0
12,2,0.6166660244634841,0.6433964491394969,0.7421875,0.7122395833333334,0.6,0.0,basic,1,basic_0.6_0.0
13,3,0.5568489018594847,0.40671964393307763,0.77109375,0.8434244791666666,0.6,0.0,basic,1,basic_0.6_0.0
14,4,0.4350125078115525,0.25563917605449166,0.84609375,0.90234375,0.6,0.0,basic,1,basic_0.6_0.0
15,5,0.4271993893537456,0.159467810512524,0.85859375,0.94140625,0.6,0.0,basic,1,basic_0.6_0.0
16,6,0.448701055498509,0.10508508143771185,0.85703125,0.9651692708333334,0.6,0.0,basic,1,basic_0.6_0.0
17,7,0.41365717380942896,0.08026549479566825,0.8703125,0.97265625,0.6,0.0,basic,1,basic_0.6_0.0
18,8,0.46987099615941086,0.06594500772299942,0.87890625,0.9778645833333334,0.6,0.0,basic,1,basic_0.6_0.0
19,9,0.4613523099078861,0.06883229439092246,0.878125,0.9798177083333334,0.6,0.0,basic,1,basic_0.6_0.0
20,0,0.8951231487095356,0.9702664103630619,0.54296875,0.5218098958333334,0.6,0.0,basic,2,basic_0.6_0.0
21,1,0.813397807837464,0.7892849572914807,0.6390625,0.6298828125,0.6,0.0,basic,2,basic_0.6_0.0
22,2,0.5070007991860621,0.5366055581162072,0.79921875,0.7705078125,0.6,0.0,basic,2,basic_0.6_0.0
23,3,0.45956403242162197,0.31758534175802805,0.8171875,0.8753255208333334,0.6,0.0,basic,2,basic_0.6_0.0
24,4,0.4711954450322082,0.15947800597744313,0.85703125,0.9407552083333334,0.6,0.0,basic,2,basic_0.6_0.0
25,5,0.41573328517197294,0.12307250322093448,0.87890625,0.9606119791666666,0.6,0.0,basic,2,basic_0.6_0.0
26,6,0.49463405043579767,0.08236474441414939,0.85703125,0.9739583333333334,0.6,0.0,basic,2,basic_0.6_0.0
27,7,0.3115459907146487,0.06994140038500163,0.91328125,0.974609375,0.6,0.0,basic,2,basic_0.6_0.0
28,8,0.3596621437861586,0.049461363949465764,0.89609375,0.9830729166666666,0.6,0.0,basic,2,basic_0.6_0.0
29,9,0.5506928971503697,0.04161028862244034,0.85625,0.9847005208333334,0.6,0.0,basic,2,basic_0.6_0.0
30,0,0.921469040773809,0.9841998460469767,0.56796875,0.515625,0.6,0.0,basic,3,basic_0.6_0.0
31,1,0.8372234643786214,0.8503320114687085,0.59296875,0.5716145833333334,0.6,0.0,basic,3,basic_0.6_0.0
32,2,0.666398209426552,0.7055298305931501,0.68359375,0.6754557291666666,0.6,0.0,basic,3,basic_0.6_0.0
33,3,0.8645926697761752,0.5036265259283633,0.66015625,0.7903645833333334,0.6,0.0,basic,3,basic_0.6_0.0
34,4,0.5198279891383208,0.3467252412730583,0.80625,0.8658854166666666,0.6,0.0,basic,3,basic_0.6_0.0
35,5,0.5094320761020754,0.211435688823182,0.83671875,0.9195963541666666,0.6,0.0,basic,3,basic_0.6_0.0
36,6,0.3483800091048579,0.130380494203032,0.878125,0.9541015625,0.6,0.0,basic,3,basic_0.6_0.0
37,7,0.4280398644072875,0.08640847983824666,0.86484375,0.9694010416666666,0.6,0.0,basic,3,basic_0.6_0.0
38,8,0.6351092825799579,0.09745433357320248,0.85234375,0.9671223958333334,0.6,0.0,basic,3,basic_0.6_0.0
39,9,0.46010205130615417,0.07553826365651156,0.8640625,0.9739583333333334,0.6,0.0,basic,3,basic_0.6_0.0
40,0,0.9415499485796317,0.997693363945776,0.5203125,0.5081380208333334,0.6,0.0,basic,4,basic_0.6_0.0
41,1,0.8214228390890639,0.8339555664618578,0.59296875,0.6067708333333334,0.6,0.0,basic,4,basic_0.6_0.0
42,2,0.8823639594906126,0.6562942393162908,0.65703125,0.7037760416666666,0.6,0.0,basic,4,basic_0.6_0.0
43,3,0.6296326944284374,0.4401962475236966,0.7578125,0.822265625,0.6,0.0,basic,4,basic_0.6_0.0
44,4,0.5591748162674776,0.28271261767486067,0.7921875,0.8958333333333334,0.6,0.0,basic,4,basic_0.6_0.0
45,5,0.5843104247855081,0.1767708497690137,0.82109375,0.9391276041666666,0.6,0.0,basic,4,basic_0.6_0.0
46,6,0.4579282074832463,0.11385995784450624,0.8546875,0.958984375,0.6,0.0,basic,4,basic_0.6_0.0
47,7,0.3947957015076099,0.10080526892491475,0.87890625,0.9677734375,0.6,0.0,basic,4,basic_0.6_0.0
48,8,0.5975067461888102,0.06682677700471314,0.8234375,0.9794921875,0.6,0.0,basic,4,basic_0.6_0.0
49,9,0.4654370017041174,0.06167831239815991,0.88515625,0.9798177083333334,0.6,0.0,basic,4,basic_0.6_0.0
50,0,0.9448341869516298,0.9721833267443193,0.55,0.5182291666666666,0.6,0.0,basic,5,basic_0.6_0.0
51,1,0.7642080007353798,0.8067426398144258,0.63828125,0.6207682291666666,0.6,0.0,basic,5,basic_0.6_0.0
52,2,0.659381558583118,0.6314116684079636,0.71796875,0.7220052083333334,0.6,0.0,basic,5,basic_0.6_0.0
53,3,0.551306014842703,0.39291096014888655,0.78515625,0.8509114583333334,0.6,0.0,basic,5,basic_0.6_0.0
54,4,0.5266486683365657,0.25970046162725186,0.8375,0.9078776041666666,0.6,0.0,basic,5,basic_0.6_0.0
55,5,0.40959042070362556,0.1681349064352465,0.86875,0.9391276041666666,0.6,0.0,basic,5,basic_0.6_0.0
56,6,0.3776554796651908,0.12284885960356699,0.88125,0.9596354166666666,0.6,0.0,basic,5,basic_0.6_0.0
