,epoch,test_losses,train_losses,test_accuracies,train_accuracies,train_percentage,synth_percentage,transform,sim_num,category
0,0,1.0693134164437652,1.1076118630822749,0.4953125,0.4623046875,0.4,0.6,auto,0,auto_0.4_0.6
1,1,1.0929955899715424,1.074231490213424,0.4953125,0.47265625,0.4,0.6,auto,0,auto_0.4_0.6
2,2,1.0540501842275263,1.0600440891226754,0.35859375,0.48515625,0.4,0.6,auto,0,auto_0.4_0.6
3,3,1.0423400608822704,1.0557308685500175,0.4953125,0.4892578125,0.4,0.6,auto,0,auto_0.4_0.6
4,4,1.0435956636443735,1.0486752159893513,0.4953125,0.4900390625,0.4,0.6,auto,0,auto_0.4_0.6
5,5,1.0421147018671035,1.0459367825184018,0.4953125,0.4943359375,0.4,0.6,auto,0,auto_0.4_0.6
6,6,1.0405301799997688,1.0424429582897574,0.4953125,0.4978515625,0.4,0.6,auto,0,auto_0.4_0.6
7,7,1.0436339514330029,1.0449983645696193,0.4953125,0.49609375,0.4,0.6,auto,0,auto_0.4_0.6
8,8,1.038242040760815,1.0405076713301242,0.4953125,0.4958984375,0.4,0.6,auto,0,auto_0.4_0.6
9,9,1.039057432487607,1.0384685984812676,0.4953125,0.501171875,0.4,0.6,auto,0,auto_0.4_0.6
10,0,1.1353293115273118,1.1072982685407624,0.35859375,0.4619140625,0.4,0.6,auto,1,auto_0.4_0.6
11,1,1.0463338244706393,1.0687668947735802,0.4953125,0.4734375,0.4,0.6,auto,1,auto_0.4_0.6
12,2,1.1054963951930403,1.0561723678838462,0.4953125,0.4826171875,0.4,0.6,auto,1,auto_0.4_0.6
13,3,1.1746580980718135,1.0489509741542862,0.4953125,0.490625,0.4,0.6,auto,1,auto_0.4_0.6
14,4,1.0576280624605716,1.0475781629327685,0.4953125,0.4962890625,0.4,0.6,auto,1,auto_0.4_0.6
15,5,1.0388060323894024,1.0444336770800873,0.4953125,0.492578125,0.4,0.6,auto,1,auto_0.4_0.6
16,6,1.0524380829185247,1.0434341482119636,0.4953125,0.493359375,0.4,0.6,auto,1,auto_0.4_0.6
17,7,1.058681847155094,1.0418770603835583,0.4953125,0.498828125,0.4,0.6,auto,1,auto_0.4_0.6
18,8,1.0399210676550865,1.0399480758234858,0.4953125,0.4970703125,0.4,0.6,auto,1,auto_0.4_0.6
19,9,1.0392469208687545,1.0408592596184463,0.4953125,0.498828125,0.4,0.6,auto,1,auto_0.4_0.6
20,0,1.106917249597609,1.1172678497619928,0.4953125,0.45546875,0.4,0.6,auto,2,auto_0.4_0.6
21,1,1.2112630650401115,1.0730291919084265,0.4953125,0.4732421875,0.4,0.6,auto,2,auto_0.4_0.6
22,2,1.0398421209305524,1.0648684543324634,0.4953125,0.4763671875,0.4,0.6,auto,2,auto_0.4_0.6
23,3,1.0429244065657257,1.0536512820748611,0.4953125,0.4892578125,0.4,0.6,auto,2,auto_0.4_0.6
