,sim_num,train_percentage,synthetic_percentage,transform,epoch,val_losses,train_losses,val_accuracies
0,0,0.5,0.0,minimal,0,0.9880998805165291,1.04610248003155,0.509765625
1,0,0.5,0.0,minimal,1,0.8497611358761787,0.9086498878896236,0.603515625
2,0,0.5,0.0,minimal,2,0.7551197111606598,0.8123914171010256,0.66015625
3,0,0.5,0.0,minimal,3,0.5700452774763107,0.635154434479773,0.7685546875
4,0,0.5,0.0,minimal,4,0.39125608652830124,0.3885187355335802,0.83984375
5,0,0.5,0.0,minimal,5,0.42207076773047447,0.2134269286179915,0.8369140625
6,0,0.5,0.0,minimal,6,0.15189657220616937,0.11019998023402877,0.943359375
7,0,0.5,0.0,minimal,7,0.1759650914464146,0.03902500412368681,0.9375
8,0,0.5,0.0,minimal,8,0.11716888146474957,0.0226505457831081,0.966796875
9,0,0.5,0.0,minimal,9,0.0825302972807549,0.008356959178854595,0.9775390625
10,1,0.5,0.0,minimal,0,1.0592505559325218,1.0453355889767408,0.5166015625
11,1,0.5,0.0,minimal,1,0.963354304432869,0.9803222808986902,0.5322265625
12,1,0.5,0.0,minimal,2,0.8603906892240047,0.8853686694055796,0.56640625
13,1,0.5,0.0,minimal,3,0.7887011095881462,0.800342864356935,0.6005859375
14,1,0.5,0.0,minimal,4,0.8824811726808548,0.624470332171768,0.615234375
15,1,0.5,0.0,minimal,5,0.45588078163564205,0.42595948022790253,0.818359375
16,1,0.5,0.0,minimal,6,0.44395564682781696,0.24626331659965217,0.8154296875
17,1,0.5,0.0,minimal,7,0.2752974685281515,0.16221340728225186,0.90234375
18,1,0.5,0.0,minimal,8,0.2918394496664405,0.11120988946640864,0.8876953125
19,1,0.5,0.0,minimal,9,0.20833410043269396,0.07707168615888804,0.93359375
20,2,0.5,0.0,minimal,0,0.9610744044184685,1.0399963604286313,0.5703125
21,2,0.5,0.0,minimal,1,0.8878028988838196,0.9364331485703588,0.564453125
22,2,0.5,0.0,minimal,2,0.8333148472011089,0.8678893493488431,0.6171875
23,2,0.5,0.0,minimal,3,0.7433463484048843,0.7676474396139383,0.6904296875
24,2,0.5,0.0,minimal,4,0.5924739670008421,0.6441862802021205,0.771484375
25,2,0.5,0.0,minimal,5,0.42541847936809063,0.4452944532968104,0.833984375
26,2,0.5,0.0,minimal,6,0.46980103477835655,0.31949036032892764,0.8271484375
27,2,0.5,0.0,minimal,7,0.3643310209736228,0.18413500173483044,0.8671875
28,2,0.5,0.0,minimal,8,0.25866949604824185,0.1018270006752573,0.9130859375
29,2,0.5,0.0,minimal,9,0.3242302108556032,0.07618261300376616,0.89453125
30,3,0.5,0.0,minimal,0,0.9038558229804039,1.0151750734075904,0.5595703125
31,3,0.5,0.0,minimal,1,0.8831421434879303,0.8944295179098845,0.5810546875
32,3,0.5,0.0,minimal,2,0.8038771376013756,0.782470878213644,0.6298828125
33,3,0.5,0.0,minimal,3,0.5854215770959854,0.5949923587031662,0.7431640625
34,3,0.5,0.0,minimal,4,0.5005100909620523,0.38508473662659526,0.802734375
35,3,0.5,0.0,minimal,5,0.274720860645175,0.2102375386748463,0.89453125
36,3,0.5,0.0,minimal,6,0.27516904938966036,0.13487028214149177,0.888671875
37,3,0.5,0.0,minimal,7,0.18837509281001985,0.08040636609075591,0.93359375
38,3,0.5,0.0,minimal,8,0.23561832588165998,0.0232232770867995,0.923828125
39,3,0.5,0.0,minimal,9,0.1650927261216566,0.015421318865264766,0.9521484375
40,4,0.5,0.0,minimal,0,0.965127021074295,1.0344166541472077,0.5302734375
41,4,0.5,0.0,minimal,1,0.8824340663850307,0.92057672329247,0.5908203125
42,4,0.5,0.0,minimal,2,0.751247301697731,0.7943028984591365,0.65234375
43,4,0.5,0.0,minimal,3,0.5967367179691792,0.5805317903868854,0.7431640625
44,4,0.5,0.0,minimal,4,0.4657736327499151,0.3710580710321665,0.8154296875
45,4,0.5,0.0,minimal,5,0.35309493262320757,0.26100200903601944,0.8603515625
46,4,0.5,0.0,minimal,6,0.33001989871263504,0.14405496924882755,0.880859375
47,4,0.5,0.0,minimal,7,0.2919711070135236,0.09143693372607231,0.890625
48,4,0.5,0.0,minimal,8,0.18897778214886785,0.038394567658542655,0.93359375
49,4,0.5,0.0,minimal,9,0.19372688233852386,0.015581101115458296,0.9306640625
