,epoch,test_losses,train_losses,test_accuracies,train_accuracies,train_percentage,synth_percentage,transform,sim_num,category
0,0,0.9442092356272042,0.9235124973347411,0.51328125,0.5529296875,1.0,0.0,basic,0,basic_1.0_0.0
1,1,0.5887290931073949,0.6616632451652549,0.7375,0.700390625,1.0,0.0,basic,0,basic_1.0_0.0
2,2,0.40508362059190406,0.3988664174852602,0.85078125,0.8380859375,1.0,0.0,basic,0,basic_1.0_0.0
3,3,0.3603337721256139,0.204608642141271,0.890625,0.923828125,1.0,0.0,basic,0,basic_1.0_0.0
4,4,0.3088000238054519,0.11152085751516524,0.9203125,0.9611328125,1.0,0.0,basic,0,basic_1.0_0.0
5,5,0.3438563479421646,0.07415240991669837,0.89609375,0.97578125,1.0,0.0,basic,0,basic_1.0_0.0
6,6,0.268916183075378,0.06538183277495908,0.93515625,0.9787109375,1.0,0.0,basic,0,basic_1.0_0.0
7,7,0.3218006228154621,0.0489941161979023,0.92578125,0.9845703125,1.0,0.0,basic,0,basic_1.0_0.0
8,8,0.2639774695763094,0.052257026261507675,0.940625,0.9826171875,1.0,0.0,basic,0,basic_1.0_0.0
9,9,0.20258470230674136,0.044092383556179206,0.94765625,0.985546875,1.0,0.0,basic,0,basic_1.0_0.0
10,0,0.9034648592816665,0.9364618854015134,0.55859375,0.542578125,1.0,0.0,basic,1,basic_1.0_0.0
11,1,0.6769183728611097,0.745297537127044,0.6984375,0.653125,1.0,0.0,basic,1,basic_1.0_0.0
12,2,0.47662626680976244,0.49867295877975265,0.80234375,0.784375,1.0,0.0,basic,1,basic_1.0_0.0
13,3,0.32089909497371993,0.29127114061363957,0.865625,0.8859375,1.0,0.0,basic,1,basic_1.0_0.0
14,4,0.3212679567714076,0.17834310547762158,0.87421875,0.935546875,1.0,0.0,basic,1,basic_1.0_0.0
15,5,0.4497548916575397,0.10845548195418457,0.86328125,0.9619140625,1.0,0.0,basic,1,basic_1.0_0.0
16,6,0.23488578898661672,0.08717276583633478,0.92890625,0.968359375,1.0,0.0,basic,1,basic_1.0_0.0
17,7,0.25194311822260146,0.06058525349592965,0.93203125,0.9771484375,1.0,0.0,basic,1,basic_1.0_0.0
18,8,0.20038343646635326,0.05711486625581423,0.94140625,0.9802734375,1.0,0.0,basic,1,basic_1.0_0.0
19,9,0.15617947801930798,0.04916579519541527,0.95234375,0.98515625,1.0,0.0,basic,1,basic_1.0_0.0
